d20550|断掉电源电路。|├電源回路抹消
d08573|├絶縁抵抗試験発電機絶縁抵抗(発・電動機回路)
d08574|├絶縁抵抗試験電動機有無(発・電動発電機)
d21160|├発電機回路電動機電圧
d08575|├絶縁抵抗試験電動機絶縁抵抗(発・電動機回路)
d08577|├絶縁抵抗試験励磁機有無(発・電動機回路)
d20550|├電源回路抹消
d08584|├絶縁抵抗試験電源回路電圧
d08586|├絶縁抵抗試験電源回路絶縁抵抗
d08588|├絶縁抵抗試験電源回路接地相良否
d20955|├電動機主回路抹消
d20956|├電動機主回路電圧
d20551|├電動機主回路電圧選択
d21036|├電動機主回路抵抗
d08561|├絶縁抵抗試験発電機有無(発・電動機回路)
d08571|├絶縁抵抗試験発電機電圧(発・電動機回路)
d08573|├絶縁抵抗試験発電機絶縁抵抗(発・電動機回路)
d08574|├絶縁抵抗試験電動機有無(発・電動発電機)
d21160|├発電機回路電動機電圧
d08575|├絶縁抵抗試験電動機絶縁抵抗(発・電動機回路)
d08577|├絶縁抵抗試験励磁機有無(発・電動機回路)
d21161|├発電機回路励磁機電圧
d08578|├絶縁抵抗試験励磁機絶縁抵抗(発・電動機回路)
d20552|├制御回路抹消
d08590|├絶縁抵抗試験制御回路電圧
d08592|├絶縁抵抗試験制御回路絶縁抵抗
d20553|├信号回路抹消
d08595|├絶縁抵抗試験信号回路電圧
d20554|├信号回路電圧選択
d08597|├絶縁抵抗試験信号回路絶縁抵抗
d20555|├照明回路抹消
d08600|├絶縁抵抗試験照明回路電圧
d08568|├絶縁抵抗試験照明回路絶縁抵抗
d08563|├絶縁抵抗試験照明回路接地相良否
d20556|├外部線端子抹消
d20557|├外部線端子電圧
d20558|├外部線端子電圧選択
d08641|├絶縁抵抗試験外部線端子絶縁抵抗
d08564|├低電圧回路抹消
d08565|├低電圧回路電圧
d08567|├低電圧回路抵抗
d20559|├綱車及び巻胴溝摩耗余裕
d20560|├綱車及び巻胴検査方法
d20561|├綱車及び巻胴要是正基準
d22080|├綱車及び巻胴要是正基準単位区分
d20562|├ブレーキ保持力の検査方法
d15744|├ブレーキ動トルク有無
d15743|├ブレーキ動トルク
d20563|├ブレーキ動トルク単位
d20564|├ブレーキ静トルク抹消
d20565|├ブレーキ静トルク
d22085|├プランジャーストローク左抹消
d22086|├プランジャーストローク左
d22087|├プランジャーストローク右抹消
d22088|├プランジャーストローク右
d20567|├スプリング締付量コイルギャップ抹消
d08649|├ブレーキスプリング締付量左
d08650|├ブレーキスプリング締付量左単位区分
d20566|├スプリング締付量コイルギャップ左・上選択
d08652|├ブレーキスプリング締付量右
d08653|├ブレーキスプリング締付量右単位区分
d20568|├スプリング締付量コイルギャップ右・下選択
d20569|├パッドの残存厚み検査方法
d20570|├パッドの残存厚み要重点基準
d22081|├パッドの残存厚み要重点基準単位区分
d20571|├パッドの残存厚み要是正基準
d22082|├パッドの残存厚み要是正基準単位区分
d22089|├パッドの残存厚み測定左抹消
d20572|├パッドの残存厚み測定左
d20573|├パッドの残存厚み測定左2
d20574|├パッドの残存厚み測定右
d20575|├パッドの残存厚み測定右2
d08275|├実測速度-上昇
d08276|├実測速度-下降
d08557|├かご側調速機スイッチ速度
d08551|├かご側調速機スイッチ％
d21816|├かご側調速機キャッチ速度抹消
d08545|├かご側調速機キャッチ速度
d08546|├かご側調速機キャッチ％
d08553|├つり合おもり側調速機キャッチの作動速度
d08554|├つり合おもり側調速機キャッチの作動速度かご側の割合
d20576|├直径主索No
d08655|├主ロープ直径
d20578|├直径未摩損部
d20579|├直径未摩損部割合
d08657|├主ロープ摩耗足
d20580|├主索ロープ素線切れ及び発錆主索No
d20582|├主索素線断面
d08659|├主ロープ破断数
d22019|├素線切れ判定基準
d20583|├主索最大数
d20584|├主索本数
d20585|├要重点点検の主索No
d20586|├要是正の主索No
d20587|├はかり装置無負荷時の値抹消
d20588|├はかり装置無負荷時の値
d20589|├はかり装置無負荷時の値単位
d22025|├ＵＣＭＰ型名
d22020|├制動距離
d22023|├制動距離＿前回値との差
d22024|├エプロンの長さ
d20590|├かごの戸スイッチ動作点
d09548|├ガバナーロープおもり有無
d20591|├調速機ロープかご側未摩損部直径
d20592|├調速機ロープおもり側未摩損部直径
d08666|├ガバナーロープかご直径
d08675|├ガバナーロープおもり直径
d08668|├ガバナーロープかご摩耗足
d08677|├ガバナーロープおもり摩耗足
d08670|├ガバナーロープかご破断数
d08679|├ガバナーロープおもり破断数
d08672|├ガバナーロープかご発錆その他良否
d08681|├ガバナーロープおもり発錆その他良否
d08697|├ガイドシューかご側型名
d08698|├ガイドシューかご側上部左
d08699|├ガイドシューかご側上部左良否
d08700|├ガイドシューかご側上部右
d08701|├ガイドシューかご側上部右良否
d08702|├ガイドシューかご側下部左
d08703|├ガイドシューかご側下部左良否
d08704|├ガイドシューかご側下部右
d08705|├ガイドシューかご側下部右良否
d08706|├ガイドシューカウンタ側型式
d08707|├ガイドシューカウンタ側上部左
d08709|├ガイドシューカウンタ側上部右
d08711|├ガイドシューカウンタ側下部左
d08713|├ガイドシューカウンタ側下部右
d08540|├おもり側非常止型式
d20595|├つり合おもり非常止め装置作動距離
d20596|├張り車おもり側抹消
d08673|├ガバナーロープかごクリアランス
d08682|├ガバナーロープおもりクリアランス
d08542|├かご側非常止型式
d08535|├かご非常止め装置ＢＧ寸法
d08536|├かご非常止め装置左作動距離
d08537|├かご非常止め装置右作動距離
d08538|├かご非常止め装置かご水平度
d08539|├かご側非常止かご水平度良否
d09549|├つり合いロープ有無
d08684|├つり合いロープ直径
d21163|├つり合ロープ、鎖及び取付部破断数抹消
d08688|├つり合いロープ破断数
d21164|├つり合ロープ、鎖及び取付部摩耗足抹消
d08686|├つり合いロープ摩耗足
d20599|├つり合ロープ、鎖及び取付部底部すき間
d13238|├つり合ロープＳＷ有無
d13239|├つり合ロープＳＷ残り寸法
d20602|├つり合おもり底部すき間緩衝器形式
d08663|├つり合おもり底部すき間測定
d08665|├つり合おもり底部すき間測定スペーサー
d16604|├二次消防運転速度
d20603|├上記以外の検査項目1
d20604|├上記以外の検査項目2
d20605|├上記以外の検査項目3
d20606|├上記以外の検査項目4
d20607|├上記以外の検査項目5
d20608|├上記以外の検査項目6
d20609|├上記以外の検査項目7
d20610|├上記以外の検査項目8
d20611|├上記以外の検査項目9
d20612|├上記以外の検査項目10
d20613|├顧客報告書へ印字
d20614|├停電時管制運転装置バッテリー電圧
d20615|├前回検査に関する書類の写し有無
d20616|├不具合の記録有無
d20617|├検査項目1(1)・検査結果(品検)
d20618|├検査項目1(2)・検査結果(品検)
d20619|├検査項目1(3)・検査結果(品検)
d20620|├検査項目1(4)・検査結果(品検)
d20621|├検査項目1(5)・検査結果(品検)
d20622|├検査項目1(6)・検査結果(品検)
d20623|├検査項目1(7)・検査結果(品検)
d20624|├検査項目1(8)・検査結果(品検)
d20625|├検査項目1(9)・検査結果(品検)
d20626|├検査項目1(10)・検査結果(品検)
d20629|├検査項目1(11)・検査結果(品検)
d20630|├検査項目1(12)・検査結果(品検)
d20631|├検査項目1(13)・検査結果(品検)
d20633|├検査項目1(14)-1・検査結果(品検)
d20634|├検査項目1(14)-2・検査結果(品検)
d20635|├検査項目1(15)・検査結果(品検)
d20636|├検査項目1(16)・検査結果(品検)
d20637|├検査項目1(17)・検査結果(品検)
d20638|├検査項目1(18)・検査結果(品検)
d20639|├検査項目1(19)・検査結果(品検)
d20641|├検査項目2(1)・検査結果(品検)
d20642|├検査項目2(2)・検査結果(品検)
d20644|├検査項目2(03)-1・検査結果(品検)
d20645|├検査項目2(03)-2・検査結果(品検)
d20646|├検査項目2(4)・検査結果(品検)
d20647|├検査項目2(5)・検査結果(品検)
d20648|├検査項目2(6)・検査結果(品検)
d20649|├検査項目2(7)・検査結果(品検)
d20650|├検査項目2(8)・検査結果(品検)
d20651|├検査項目2(9)・検査結果(品検)
d20652|├検査項目2(10)・検査結果(品検)
d20653|├検査項目2(11)・検査結果(品検)
d20654|├検査項目2(12)・検査結果(品検)
d20975|├検査項目2(13)・検査結果(品検)
d20655|├検査項目3(1)・検査結果(品検)
d20656|├検査項目3(2)・検査結果(品検)
d20657|├検査項目3(3)・検査結果(品検)
d20658|├検査項目3(4)・検査結果(品検)
d20661|├検査項目3(5)・検査結果(品検)
d20662|├検査項目3(6)・検査結果(品検)
d20663|├検査項目3(7)・検査結果(品検)
d20664|├検査項目3(8)・検査結果(品検)
d20665|├検査項目3(9)・検査結果(品検)
d20666|├検査項目3(10)・検査結果(品検)
d20667|├検査項目3(11)・検査結果(品検)
d20668|├検査項目3(12)・検査結果(品検)
d20669|├検査項目3(13)・検査結果(品検)
d20680|├検査項目4(1)・検査結果(品検)
d20681|├検査項目4(2)・検査結果(品検)
d20682|├検査項目4(3)・検査結果(品検)
d20683|├検査項目4(4)・検査結果(品検)
